player,venue,venue_runs_avg,venue_strike_rate_avg
G Gambhir,Sharjah Cricket Stadium,0.0,0.0
G Gambhir,Sheikh Zayed Stadium,15.333333333333334,40.75757575757576
G Gambhir,St George's Park,16.0,84.21052631578947
G Gambhir,Subrata Roy Sahara Stadium,30.666666666666668,132.32323232323233
G Gambhir,SuperSport Park,18.0,92.5877192982456
G Gambhir,Wankhede Stadium,21.625,92.84675971309217
GC Smith,Brabourne Stadium,26.0,118.1818181818182
GC Smith,De Beers Diamond Oval,15.5,62.12121212121212
GC Smith,Dr DY Patil Sports Academy,9.4,58.25396825396825
GC Smith,Eden Gardens,24.0,100.0
GC Smith,Kingsmead,48.0,141.66666666666663
GC Smith,M Chinnaswamy Stadium,49.0,116.66666666666669
GC Smith,"MA Chidambaram Stadium, Chepauk",91.0,178.4313725490196
GC Smith,Newlands,6.333333333333333,40.98124098124098
GC Smith,OUTsurance Oval,0.0,0.0
GC Smith,"Rajiv Gandhi International Stadium, Uppal",71.0,157.77777777777777
GC Smith,"Sardar Patel Stadium, Motera",18.0,105.88235294117648
GC Smith,Sawai Mansingh Stadium,35.2,89.25580556394509
GC Smith,St George's Park,0.0,0.0
GC Smith,SuperSport Park,22.0,76.22895622895622
GC Smith,Wankhede Stadium,25.0,119.04761904761904
GH Vihari,Arun Jaitley Stadium,2.0,66.66666666666666
GH Vihari,Eden Gardens,3.5,50.0
GH Vihari,Feroz Shah Kotla,9.0,43.20652173913043
GH Vihari,M Chinnaswamy Stadium,4.0,133.33333333333331
GH Vihari,"MA Chidambaram Stadium, Chepauk",2.0,66.66666666666666
GH Vihari,Maharashtra Cricket Association Stadium,1.0,12.5
GH Vihari,Punjab Cricket Association IS Bindra Stadium,2.0,40.0
GH Vihari,"Punjab Cricket Association Stadium, Mohali",7.0,91.96428571428572
GH Vihari,"Rajiv Gandhi International Stadium, Uppal",19.22222222222222,94.73745926644477
GH Vihari,Sawai Mansingh Stadium,4.0,44.44444444444444
GH Vihari,Wankhede Stadium,28.5,144.29429429429428
GJ Bailey,Barabati Stadium,26.0,208.3916083916084
GJ Bailey,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,17.0,71.29233511586453
GJ Bailey,Dubai International Cricket Stadium,16.0,106.66666666666669
GJ Bailey,Eden Gardens,29.5,137.58169934640523
GJ Bailey,Feroz Shah Kotla,12.0,99.10714285714286
GJ Bailey,Kingsmead,15.0,125.0
GJ Bailey,M Chinnaswamy Stadium,4.4,36.19047619047619
GJ Bailey,"MA Chidambaram Stadium, Chepauk",1.0,33.33333333333333
GJ Bailey,Maharashtra Cricket Association Stadium,34.333333333333336,146.46464646464645
GJ Bailey,"Punjab Cricket Association Stadium, Mohali",19.142857142857142,136.14012271575297
GJ Bailey,"Rajiv Gandhi International Stadium, Uppal",20.5,119.377990430622
GJ Bailey,Sharjah Cricket Stadium,10.0,125.0
GJ Bailey,Sheikh Zayed Stadium,14.0,121.66666666666666
GJ Bailey,SuperSport Park,30.0,111.11111111111111
GJ Bailey,Wankhede Stadium,25.666666666666668,115.92261904761904
GJ Maxwell,Arun Jaitley Stadium,13.333333333333334,112.69179894179895
GJ Maxwell,"Arun Jaitley Stadium, Delhi",0.0,0.0
GJ Maxwell,Barabati Stadium,52.0,168.4210526315789
GJ Maxwell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,80.0
GJ Maxwell,"Brabourne Stadium, Mumbai",26.666666666666668,150.5050505050505
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",24.5,222.72727272727275
GJ Maxwell,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0.0,0.0
GJ Maxwell,Dubai International Cricket Stadium,21.0,102.38347511074784
GJ Maxwell,Eden Gardens,32.0,143.1818181818182
GJ Maxwell,"Eden Gardens, Kolkata",7.0,82.97619047619048
GJ Maxwell,Feroz Shah Kotla,4.666666666666667,42.42424242424243
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,0.0,0.0
GJ Maxwell,Holkar Cricket Stadium,42.333333333333336,216.91622103386808
GJ Maxwell,M Chinnaswamy Stadium,7.0,75.36363636363636
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",26.25,180.55747606564304
GJ Maxwell,M.Chinnaswamy Stadium,4.0,66.66666666666666
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",44.0,111.42203832752614
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",12.666666666666666,87.61904761904763
GJ Maxwell,Maharashtra Cricket Association Stadium,12.2,137.3846153846154
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",3.6666666666666665,166.66666666666666
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",9.8,61.92307692307693
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali",21.75,122.82209457209457
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.0,0.0
GJ Maxwell,"Punjab Cricket Association Stadium, Mohali",6.0,68.57142857142857
GJ Maxwell,Rajiv Gandhi International Stadium,2.0,66.66666666666666
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal",16.25,130.35714285714286
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,104.76190476190476
GJ Maxwell,"Sardar Patel Stadium, Motera",2.0,28.57142857142857
GJ Maxwell,Saurashtra Cricket Association Stadium,15.5,86.11111111111111
GJ Maxwell,Sawai Mansingh Stadium,17.0,141.66666666666669
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",27.5,98.48484848484847
GJ Maxwell,Sharjah Cricket Stadium,46.666666666666664,157.78258778258777
GJ Maxwell,Sheikh Zayed Stadium,27.4,145.40826873385012
GJ Maxwell,Subrata Roy Sahara Stadium,13.0,185.7142857142857
GJ Maxwell,Wankhede Stadium,24.5,185.9189829778065
GJ Maxwell,"Wankhede Stadium, Mumbai",36.333333333333336,146.6987436169022
GJ Maxwell,"Zayed Cricket Stadium, Abu Dhabi",25.0,109.41176470588235
Gurkeerat Singh,Arun Jaitley Stadium,27.0,142.10526315789474
Gurkeerat Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,28.5,160.0
Gurkeerat Singh,Dubai International Cricket Stadium,10.5,105.88235294117646
Gurkeerat Singh,Eden Gardens,14.333333333333334,114.60317460317458
Gurkeerat Singh,Feroz Shah Kotla,8.0,160.0
Gurkeerat Singh,Himachal Pradesh Cricket Association Stadium,13.0,118.1818181818182
Gurkeerat Singh,M Chinnaswamy Stadium,18.0,100.0
Gurkeerat Singh,M.Chinnaswamy Stadium,35.5,167.70833333333334
Gurkeerat Singh,"MA Chidambaram Stadium, Chepauk",0.0,0.0
Gurkeerat Singh,Maharashtra Cricket Association Stadium,11.0,110.0
Gurkeerat Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali",27.0,135.0
Gurkeerat Singh,"Punjab Cricket Association Stadium, Mohali",17.142857142857142,104.36289900575615
Gurkeerat Singh,"Rajiv Gandhi International Stadium, Uppal",10.0,100.83333333333334
Gurkeerat Singh,Saurashtra Cricket Association Stadium,0.0,0.0
Gurkeerat Singh,Sawai Mansingh Stadium,10.0,66.66666666666666
Gurkeerat Singh,Sharjah Cricket Stadium,15.0,62.5
Gurkeerat Singh,Sheikh Zayed Stadium,17.5,104.02097902097903
Gurkeerat Singh,Wankhede Stadium,2.0,50.0
H Klaasen,Arun Jaitley Stadium,3.0,100.0
H Klaasen,"Arun Jaitley Stadium, Delhi",57.666666666666664,222.5539811066127
H Klaasen,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",35.5,176.23626373626374
H Klaasen,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",32.0,188.23529411764704
H Klaasen,Eden Gardens,18.0,100.0
H Klaasen,"Eden Gardens, Kolkata",37.333333333333336,213.68363437328955
H Klaasen,"M Chinnaswamy Stadium, Bengaluru",67.0,216.1290322580645
H Klaasen,M.Chinnaswamy Stadium,6.0,100.0
H Klaasen,"MA Chidambaram Stadium, Chepauk, Chennai",22.0,106.03291316526611
H Klaasen,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",9.0,100.0
H Klaasen,Maharashtra Cricket Association Stadium,7.0,100.0
H Klaasen,"Narendra Modi Stadium, Ahmedabad",35.75,154.46192696192696
H Klaasen,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",40.93333333333333,189.95600494543592
H Klaasen,Sawai Mansingh Stadium,16.0,76.19047619047619
H Klaasen,"Sawai Mansingh Stadium, Jaipur",26.0,216.66666666666663
H Klaasen,"Wankhede Stadium, Mumbai",19.0,110.71428571428571
HH Gibbs,Barabati Stadium,27.0,109.61538461538461
HH Gibbs,Brabourne Stadium,17.0,113.33333333333331
HH Gibbs,Buffalo Park,0.0,0.0
HH Gibbs,De Beers Diamond Oval,13.0,100.0
HH Gibbs,Dr DY Patil Sports Academy,21.333333333333332,106.86315496098105
HH Gibbs,Eden Gardens,58.0,112.45210727969351
HH Gibbs,Feroz Shah Kotla,22.0,100.0
HH Gibbs,Kingsmead,63.5,128.63636363636365
HH Gibbs,M Chinnaswamy Stadium,3.5,52.38095238095238
HH Gibbs,"MA Chidambaram Stadium, Chepauk",27.5,112.5
HH Gibbs,New Wanderers Stadium,26.75,82.04333363780295
HH Gibbs,Newlands,28.0,175.54945054945054
HH Gibbs,"Punjab Cricket Association Stadium, Mohali",44.0,129.41176470588235
HH Gibbs,"Rajiv Gandhi International Stadium, Uppal",16.75,91.86041083099906
HH Gibbs,"Sardar Patel Stadium, Motera",25.0,178.57142857142858
HH Gibbs,Sawai Mansingh Stadium,19.0,95.0
HH Gibbs,St George's Park,8.0,80.0
HH Gibbs,SuperSport Park,15.0,34.883720930232556
HH Gibbs,"Vidarbha Cricket Association Stadium, Jamtha",12.0,120.0
HH Gibbs,Wankhede Stadium,13.0,54.16666666666666
HH Pandya,Arun Jaitley Stadium,29.5,186.078431372549
HH Pandya,"Arun Jaitley Stadium, Delhi",17.25,159.22619047619048
HH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31.333333333333332,102.33333333333333
HH Pandya,"Brabourne Stadium, Mumbai",18.0,130.08403361344537
HH Pandya,"Dr DY Patil Sports Academy, Mumbai",51.25,109.34392987964416
HH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7.0,43.75
HH Pandya,Dubai International Cricket Stadium,13.6,132.1904761904762
HH Pandya,Eden Gardens,24.0,110.7601809954751
HH Pandya,"Eden Gardens, Kolkata",22.666666666666668,109.38271604938272
HH Pandya,Feroz Shah Kotla,10.333333333333334,102.38095238095241
HH Pandya,Green Park,7.0,87.5
HH Pandya,Holkar Cricket Stadium,19.0,275.96153846153845
HH Pandya,M Chinnaswamy Stadium,12.5,245.83333333333331
HH Pandya,M.Chinnaswamy Stadium,41.0,182.6007326007326
HH Pandya,MA Chidambaram Stadium,18.0,122.97979797979798
HH Pandya,"MA Chidambaram Stadium, Chepauk",21.0,262.5
HH Pandya,"MA Chidambaram Stadium, Chepauk, Chennai",7.333333333333333,82.9201680672269
HH Pandya,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",10.0,166.66666666666669
HH Pandya,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",22.0,244.44444444444449
HH Pandya,Maharashtra Cricket Association Stadium,24.0,197.91666666666663
HH Pandya,"Maharashtra Cricket Association Stadium, Pune",21.0,99.71509971509971
HH Pandya,"Narendra Modi Stadium, Ahmedabad",21.75,141.75256297985428
HH Pandya,Punjab Cricket Association IS Bindra Stadium,31.0,163.1578947368421
HH Pandya,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,200.0
HH Pandya,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",8.0,72.72727272727273
HH Pandya,Rajiv Gandhi International Stadium,15.0,130.0
HH Pandya,"Rajiv Gandhi International Stadium, Uppal",9.0,71.20370370370371
HH Pandya,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",24.0,120.0
HH Pandya,Saurashtra Cricket Association Stadium,4.0,80.0
HH Pandya,Sawai Mansingh Stadium,13.5,176.66666666666669
HH Pandya,"Sawai Mansingh Stadium, Jaipur",30.75,185.5072463768116
HH Pandya,Sharjah Cricket Stadium,16.666666666666668,110.23391812865498
HH Pandya,Sheikh Zayed Stadium,23.75,164.7020136726019
HH Pandya,Wankhede Stadium,17.071428571428573,146.25824639703626
HH Pandya,"Wankhede Stadium, Mumbai",18.8125,134.64775694163993
HH Pandya,"Zayed Cricket Stadium, Abu Dhabi",25.0,129.16666666666666
HV Patel,Arun Jaitley Stadium,30.0,183.08823529411765
HV Patel,"Brabourne Stadium, Mumbai",7.5,103.57142857142857
HV Patel,"Dr DY Patil Sports Academy, Mumbai",5.0,83.33333333333334
HV Patel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",5.0,55.55555555555556
HV Patel,Dubai International Cricket Stadium,5.0,55.55555555555556
HV Patel,Eden Gardens,9.0,225.0
HV Patel,"Eden Gardens, Kolkata",1.5,30.0
HV Patel,"Himachal Pradesh Cricket Association Stadium, Dharamsala",6.0,46.15384615384615
HV Patel,JSCA International Stadium Complex,2.0,100.0
HV Patel,M Chinnaswamy Stadium,3.5714285714285716,108.73015873015872
HV Patel,"M Chinnaswamy Stadium, Bengaluru",6.0,150.0
HV Patel,"MA Chidambaram Stadium, Chepauk",0.0,0.0
HV Patel,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,133.33333333333331
HV Patel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0.5,12.5
HV Patel,"Maharashtra Cricket Association Stadium, Pune",8.0,72.72727272727273
HV Patel,"Narendra Modi Stadium, Ahmedabad",16.0,144.23076923076923
HV Patel,Punjab Cricket Association IS Bindra Stadium,0.0,0.0
HV Patel,"Rajiv Gandhi International Stadium, Uppal",5.0,100.0
HV Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6.5,104.54545454545453
HV Patel,Sharjah Cricket Stadium,7.0,100.0
HV Patel,Wankhede Stadium,6.0,300.0
HV Patel,"Wankhede Stadium, Mumbai",4.5,112.5
HV Patel,"Zayed Cricket Stadium, Abu Dhabi",12.0,120.0
Harbhajan Singh,Brabourne Stadium,5.0,162.5
Harbhajan Singh,Buffalo Park,8.0,126.1904761904762
Harbhajan Singh,Dr DY Patil Sports Academy,19.666666666666668,218.75
Harbhajan Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,17.5,117.72727272727272
Harbhajan Singh,Dubai International Cricket Stadium,3.0,44.444444444444436
Harbhajan Singh,Eden Gardens,12.6,195.68965517241378
Harbhajan Singh,Feroz Shah Kotla,6.0,53.75
Harbhajan Singh,Green Park,3.0,60.0
Harbhajan Singh,Himachal Pradesh Cricket Association Stadium,5.0,62.5
Harbhajan Singh,Kingsmead,11.0,152.5
Harbhajan Singh,M Chinnaswamy Stadium,0.6666666666666666,41.666666666666664
Harbhajan Singh,MA Chidambaram Stadium,1.0,33.33333333333333
Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",23.75,158.92857142857142
Harbhajan Singh,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,100.0
Harbhajan Singh,Maharashtra Cricket Association Stadium,19.0,90.47619047619048
Harbhajan Singh,Newlands,4.0,200.0
Harbhajan Singh,"Punjab Cricket Association Stadium, Mohali",5.25,75.0
Harbhajan Singh,"Rajiv Gandhi International Stadium, Uppal",1.0,33.33333333333333
Harbhajan Singh,Saurashtra Cricket Association Stadium,0.0,0.0
Harbhajan Singh,Sawai Mansingh Stadium,5.5,121.42857142857143
Harbhajan Singh,Sharjah Cricket Stadium,10.0,200.0
Harbhajan Singh,Sheikh Zayed Stadium,0.0,0.0
Harbhajan Singh,St George's Park,9.5,162.5
Harbhajan Singh,Subrata Roy Sahara Stadium,2.0,66.66666666666666
Harbhajan Singh,SuperSport Park,6.0,85.71428571428571
Harbhajan Singh,Wankhede Stadium,11.67741935483871,135.09244223129215
Harpreet Brar,Arun Jaitley Stadium,20.0,166.66666666666669
Harpreet Brar,"Arun Jaitley Stadium, Delhi",2.0,40.0
Harpreet Brar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6.0,150.0
Harpreet Brar,"Brabourne Stadium, Mumbai",7.0,140.0
Harpreet Brar,"Dr DY Patil Sports Academy, Mumbai",1.0,50.0
Harpreet Brar,"Eden Gardens, Kolkata",17.0,188.88888888888889
Harpreet Brar,"Himachal Pradesh Cricket Association Stadium, Dharamsala",8.5,65.38461538461539
Harpreet Brar,"M Chinnaswamy Stadium, Bengaluru",2.0,100.0
Harpreet Brar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",11.8,116.6060606060606
Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",10.0,132.35294117647058
Harpreet Brar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",10.5,130.0
Harpreet Brar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,50.0
Harpreet Brar,"Sawai Mansingh Stadium, Jaipur",7.0,350.0
Harpreet Brar,Sharjah Cricket Stadium,10.5,125.0
Harpreet Brar,"Wankhede Stadium, Mumbai",9.5,163.88888888888889
Harpreet Brar,"Zayed Cricket Stadium, Abu Dhabi",14.0,73.68421052631578
I Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10.0,333.33333333333337
I Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,33.33333333333333
I Sharma,Eden Gardens,2.25,85.0
I Sharma,M Chinnaswamy Stadium,0.0,0.0
I Sharma,"M Chinnaswamy Stadium, Bengaluru",0.0,0.0
I Sharma,"MA Chidambaram Stadium, Chepauk",2.5,116.66666666666666
I Sharma,Maharashtra Cricket Association Stadium,1.0,20.0
I Sharma,Newlands,5.0,100.0
I Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",5.0,250.0
I Sharma,"Rajiv Gandhi International Stadium, Uppal",1.3333333333333333,63.333333333333336
I Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,100.0
I Sharma,Sawai Mansingh Stadium,1.0,100.0
I Sharma,St George's Park,6.0,200.0
I Sharma,Wankhede Stadium,4.0,80.0
IK Pathan,Barabati Stadium,60.0,206.896551724138
IK Pathan,Brabourne Stadium,18.0,128.57142857142858
IK Pathan,De Beers Diamond Oval,10.0,83.33333333333334
IK Pathan,Dr DY Patil Sports Academy,14.0,87.5
IK Pathan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,66.66666666666666
IK Pathan,Dubai International Cricket Stadium,1.0,100.0
IK Pathan,Eden Gardens,15.0,132.41071428571428
IK Pathan,Feroz Shah Kotla,10.722222222222221,98.22216091823935
IK Pathan,Himachal Pradesh Cricket Association Stadium,10.8,78.3068783068783
IK Pathan,Kingsmead,16.8,124.0
IK Pathan,M Chinnaswamy Stadium,15.6,202.0
IK Pathan,"MA Chidambaram Stadium, Chepauk",28.0,125.99591503267975
IK Pathan,Nehru Stadium,13.0,185.7142857142857
IK Pathan,New Wanderers Stadium,17.0,154.54545454545453
IK Pathan,Newlands,22.5,101.94805194805195
IK Pathan,OUTsurance Oval,21.0,190.9090909090909
IK Pathan,"Punjab Cricket Association IS Bindra Stadium, Mohali",2.0,100.0
IK Pathan,"Punjab Cricket Association Stadium, Mohali",13.11111111111111,164.1519129019129
IK Pathan,"Rajiv Gandhi International Stadium, Uppal",12.25,79.86842105263158
IK Pathan,"Sardar Patel Stadium, Motera",21.0,100.0
IK Pathan,Saurashtra Cricket Association Stadium,2.0,66.66666666666666
IK Pathan,Sawai Mansingh Stadium,15.0,115.83524027459953
IK Pathan,Shaheed Veer Narayan Singh International Stadium,4.0,400.0
IK Pathan,Sharjah Cricket Stadium,5.0,55.55555555555556
IK Pathan,St George's Park,19.0,118.75
IK Pathan,Subrata Roy Sahara Stadium,15.0,142.85714285714286
IK Pathan,SuperSport Park,0.0,0.0
IK Pathan,Wankhede Stadium,11.25,104.02777777777777
Ishan Kishan,Arun Jaitley Stadium,5.0,38.46153846153847
Ishan Kishan,"Arun Jaitley Stadium, Delhi",26.666666666666668,135.6959706959707
Ishan Kishan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.0,140.885989010989
Ishan Kishan,"Brabourne Stadium, Mumbai",46.333333333333336,133.46433400946586
Ishan Kishan,"Dr DY Patil Sports Academy, Mumbai",32.75,97.90513104466592
Ishan Kishan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,40.0
Ishan Kishan,Dubai International Cricket Stadium,40.857142857142854,137.985526913395
Ishan Kishan,Eden Gardens,33.0,165.8008658008658
Ishan Kishan,"Eden Gardens, Kolkata",21.0,110.9090909090909
Ishan Kishan,Feroz Shah Kotla,3.0,49.99999999999999
Ishan Kishan,Green Park,47.5,144.25
Ishan Kishan,Holkar Cricket Stadium,25.0,131.57894736842107
Ishan Kishan,M Chinnaswamy Stadium,16.0,145.45454545454547
Ishan Kishan,"M Chinnaswamy Stadium, Bengaluru",10.0,76.92307692307693
Ishan Kishan,M.Chinnaswamy Stadium,0.0,0.0
Ishan Kishan,MA Chidambaram Stadium,28.0,90.32258064516128
Ishan Kishan,"MA Chidambaram Stadium, Chepauk, Chennai",15.444444444444445,82.07351166587493
Ishan Kishan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",8.0,100.0
Ishan Kishan,Maharashtra Cricket Association Stadium,15.5,64.58333333333334
Ishan Kishan,"Maharashtra Cricket Association Stadium, Pune",14.333333333333334,69.84126984126983
Ishan Kishan,"Narendra Modi Stadium, Ahmedabad",8.666666666666666,46.12511671335201
Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali",20.0,131.79347826086956
Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",75.0,182.9268292682927
Ishan Kishan,Rajiv Gandhi International Stadium,16.333333333333332,89.8046398046398
Ishan Kishan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",29.285714285714285,130.14035153385984
Ishan Kishan,Saurashtra Cricket Association Stadium,29.0,148.34821428571428
Ishan Kishan,Sawai Mansingh Stadium,58.0,138.0952380952381
Ishan Kishan,"Sawai Mansingh Stadium, Jaipur",0.0,0.0
Ishan Kishan,Sharjah Cricket Stadium,45.5,163.0210447601752
Ishan Kishan,Sheikh Zayed Stadium,23.6,101.70467836257309
Ishan Kishan,Wankhede Stadium,16.0,115.35643866378499
Ishan Kishan,"Wankhede Stadium, Mumbai",26.263157894736842,134.6151195239902
Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi",49.0,189.58333333333334
J Botha,Eden Gardens,8.8,158.47619047619048
J Botha,Feroz Shah Kotla,4.0,60.31746031746032
J Botha,Kingsmead,5.0,99.99999999999999
J Botha,"MA Chidambaram Stadium, Chepauk",15.5,124.16666666666666
J Botha,OUTsurance Oval,37.0,123.33333333333334
J Botha,"Punjab Cricket Association Stadium, Mohali",14.0,175.0
J Botha,"Rajiv Gandhi International Stadium, Uppal",23.666666666666668,77.27963525835865
J Botha,Sawai Mansingh Stadium,18.8,123.01681121166413
J Botha,Wankhede Stadium,2.0,66.66666666666666
JA Morkel,Buffalo Park,4.0,80.0
JA Morkel,Dr DY Patil Sports Academy,11.666666666666666,157.6923076923077
JA Morkel,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,66.66666666666666
JA Morkel,Dubai International Cricket Stadium,15.0,107.14285714285714
JA Morkel,Eden Gardens,15.0,150.0
JA Morkel,Feroz Shah Kotla,10.666666666666666,88.88888888888887
JA Morkel,Himachal Pradesh Cricket Association Stadium,14.0,187.5
JA Morkel,Kingsmead,11.666666666666666,135.7142857142857
JA Morkel,M Chinnaswamy Stadium,10.25,113.88888888888889
JA Morkel,"MA Chidambaram Stadium, Chepauk",19.48,128.62933418490695
JA Morkel,Maharashtra Cricket Association Stadium,16.0,177.77777777777777
JA Morkel,Nehru Stadium,9.0,225.0
JA Morkel,New Wanderers Stadium,13.0,133.8235294117647
JA Morkel,"Rajiv Gandhi International Stadium, Uppal",12.0,100.0
JA Morkel,"Sardar Patel Stadium, Motera",28.0,233.3333333333333
JA Morkel,Sawai Mansingh Stadium,21.666666666666668,184.0909090909091
JA Morkel,Shaheed Veer Narayan Singh International Stadium,8.0,100.0
JA Morkel,Sharjah Cricket Stadium,6.0,120.0
JA Morkel,Sheikh Zayed Stadium,7.0,53.84615384615385
JA Morkel,St George's Park,5.0,166.66666666666669
JA Morkel,Subrata Roy Sahara Stadium,3.0,100.0
JA Morkel,SuperSport Park,9.0,236.66666666666666
JA Morkel,Wankhede Stadium,9.75,151.25
JC Archer,"Barsapara Cricket Stadium, Guwahati",8.0,114.28571428571428
JC Archer,Dubai International Cricket Stadium,6.2,107.38095238095238
JC Archer,Eden Gardens,16.5,172.5
JC Archer,"Eden Gardens, Kolkata",12.0,150.0
JC Archer,Holkar Cricket Stadium,0.0,0.0
JC Archer,"M Chinnaswamy Stadium, Bengaluru",0.0,0.0
JC Archer,MA Chidambaram Stadium,24.0,218.18181818181816
JC Archer,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,150.0
JC Archer,"Narendra Modi Stadium, Ahmedabad",4.0,100.0
JC Archer,Punjab Cricket Association IS Bindra Stadium,1.0,33.33333333333333
JC Archer,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,100.0
JC Archer,Sawai Mansingh Stadium,4.0,70.43650793650794
JC Archer,"Sawai Mansingh Stadium, Jaipur",30.0,111.11111111111111
JC Archer,Sharjah Cricket Stadium,14.0,316.6666666666667
JC Archer,Sheikh Zayed Stadium,20.0,189.09090909090907
JC Archer,"Wankhede Stadium, Mumbai",1.0,50.0
JC Buttler,Arun Jaitley Stadium,67.0,257.69230769230774
JC Buttler,"Arun Jaitley Stadium, Delhi",61.333333333333336,145.57170090258325
JC Buttler,"Barsapara Cricket Stadium, Guwahati",49.0,163.81461675579322
JC Buttler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",25.0,151.58730158730157
JC Buttler,"Brabourne Stadium, Mumbai",35.666666666666664,81.66666666666667
JC Buttler,"Dr DY Patil Sports Academy, Mumbai",57.0,141.13533525298232
JC Buttler,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,9.666666666666666,130.0
JC Buttler,Dubai International Cricket Stadium,21.166666666666668,138.1437127687128
JC Buttler,Eden Gardens,40.0,181.81818181818184
JC Buttler,"Eden Gardens, Kolkata",59.25,130.35874589669726
JC Buttler,Feroz Shah Kotla,2.0,33.33333333333333
JC Buttler,Green Park,33.0,106.4516129032258
JC Buttler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0.0,0.0
JC Buttler,Holkar Cricket Stadium,64.0,169.43866943866945
JC Buttler,M Chinnaswamy Stadium,15.5,165.0
JC Buttler,"M Chinnaswamy Stadium, Bengaluru",36.5,93.5897435897436
JC Buttler,M.Chinnaswamy Stadium,23.0,164.28571428571428
JC Buttler,MA Chidambaram Stadium,6.0,85.71428571428571
JC Buttler,"MA Chidambaram Stadium, Chepauk, Chennai",36.5,114.22222222222221
JC Buttler,Maharashtra Cricket Association Stadium,29.0,162.7450980392157
JC Buttler,"Maharashtra Cricket Association Stadium, Pune",21.5,111.75213675213675
