career_avg,recent_3_avg,recent_5_avg,recent_10_avg,strike_rate,boundary_ratio,consistency_score,momentum,venue_adjusted_runs,pvt_avg,experience_log,target_next_runs
2.0,2.0,2.0,2.0,40.0,0.0,0.0,0.0,0.09458494070581511,14.818181818181818,0.6931471805599453,12.0
7.5,7.5,7.5,7.5,63.1578947368421,0.05,1.0184736134200496,0.0,0.5675096442348907,14.777777777777779,1.0986122886681098,6.0
43.5,43.5,43.5,43.5,100.0,0.11764705882352941,1.0904750076009362,0.0,0.7566795256465209,33.5,1.0986122886681098,18.0
25.0,25.0,25.0,25.0,123.80952380952381,0.22727272727272727,10.355339059327378,0.0,1.2296042291755964,13.5,1.0986122886681098,18.0
37.0,37.0,37.0,37.0,250.0,0.4444444444444444,1.4775395679942407,0.0,0.9458494070581511,22.125,1.0986122886681098,94.0
15.0,15.0,15.0,15.0,150.0,0.2727272727272727,0.0,0.0,0.7093870552936133,19.5,0.6931471805599453,12.0
7.0,7.0,7.0,7.0,62.5,0.1111111111111111,1.82842712474619,0.0,0.23646235176453778,6.0,1.0986122886681098,34.0
24.0,24.0,24.0,24.0,218.18181818181816,0.3333333333333333,0.0,0.0,1.1350192884697814,6.071428571428571,0.6931471805599453,0.0
32.5,32.5,32.5,32.5,133.33333333333331,0.21428571428571427,5.46241671148679,0.0,1.702528932704672,17.08695652173913,1.0986122886681098,1.0
4.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,0.18916988141163021,2.0,0.6931471805599453,0.0
48.5,48.5,48.5,48.5,149.01960784313727,0.19230769230769232,1.2158169624975954,0.0,3.5942277468209745,26.41176470588235,1.0986122886681098,4.0
1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.047292470352907554,1.0,0.6931471805599453,25.0
8.5,8.5,8.5,8.5,116.66666666666667,0.14285714285714285,2.7232065486448462,0.0,0.3310472924703529,16.789473684210527,1.0986122886681098,61.0
40.0,40.0,40.0,40.0,162.85714285714286,0.25,1.5973400735072871,0.0,2.6956708101157307,29.53846153846154,1.0986122886681098,18.0
22.0,22.0,22.0,22.0,92.3076923076923,0.14285714285714285,1.4528994156888488,0.0,0.5704570184983677,28.333333333333332,1.0986122886681098,117.0
15.5,15.5,15.5,15.5,88.88888888888889,0.1,1.3354468755683613,0.0,0.38030467899891185,26.75,1.0986122886681098,13.0
11.0,11.0,11.0,11.0,171.42857142857142,0.25,4.556349186104046,0.0,0.5704570184983677,12.0,1.0986122886681098,16.0
35.0,35.0,35.0,35.0,133.33333333333331,0.2,1.0439374812775226,0.0,0.5704570184983677,26.142857142857142,1.0986122886681098,18.0
33.0,33.0,33.0,33.0,178.3783783783784,0.2631578947368421,0.6922731141131375,0.0,3.1375136017410226,28.56756756756757,1.0986122886681098,36.0
1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,0.04753808487486398,0.8571428571428571,1.0986122886681098,2.0
38.5,38.5,38.5,38.5,80.64516129032258,0.09375,1.9161966961304433,0.0,1.1884521218715995,29.176470588235293,1.0986122886681098,0.0
11.0,11.0,11.0,11.0,57.14285714285714,0.0,2.098179268136008,0.0,0.38030467899891185,8.0,1.0986122886681098,3.0
2.0,2.0,2.0,2.0,28.57142857142857,0.0,0.0,0.0,0.09507616974972796,17.5,0.6931471805599453,10.0
