match_id,batsman,runs,career_avg_runs,recent_form,venue,venue_avg_runs,opponent,opponent_avg,recent_form_5,matches_played,run_consistency,fifty_rate,next_match_runs
419116,A Mishra,6,6.927272727272728,4.8,Feroz Shah Kotla,7.0,Chennai Super Kings,7.25,4.8,10,9.437513796899408,0.0,0.0
419120,A Mishra,0,6.927272727272728,4.4,Barabati Stadium,0.5,Deccan Chargers,1.5,4.4,11,9.670114327716664,0.0,4.0
419144,A Mishra,4,6.927272727272728,2.6,Eden Gardens,10.2,Kolkata Knight Riders,7.75,2.6,12,4.605552204797064,0.0,10.0
419149,A Mishra,10,6.927272727272728,4.6,Feroz Shah Kotla,7.0,Kings XI Punjab,4.5,4.6,13,4.88648931010575,0.0,12.0
419152,A Mishra,12,6.927272727272728,6.4,Brabourne Stadium,6.5,Mumbai Indians,8.8,6.4,14,5.021066730398144,0.0,4.0
419160,A Mishra,4,6.927272727272728,6.0,Feroz Shah Kotla,7.0,Deccan Chargers,1.5,6.0,15,4.74224513167433,0.0,2.0
501199,A Mishra,2,6.927272727272728,6.4,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Rajasthan Royals,4.285714285714286,6.4,16,4.74224513167433,0.0,12.0
501203,A Mishra,12,6.927272727272728,8.0,Eden Gardens,10.2,Kolkata Knight Riders,7.75,8.0,17,4.571651780264983,0.0,0.0
501212,A Mishra,0,6.927272727272728,6.0,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Kings XI Punjab,4.5,6.0,18,4.571651780264983,0.0,25.0
501224,A Mishra,25,6.927272727272728,8.6,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Mumbai Indians,8.8,8.6,19,7.6194196337749736,0.0,0.0
501229,A Mishra,0,6.927272727272728,7.8,Nehru Stadium,0.0,Kochi Tuskers Kerala,0.0,7.8,20,7.978443178688155,0.0,2.0
501236,A Mishra,2,6.927272727272728,7.8,"MA Chidambaram Stadium, Chepauk",7.0,Chennai Super Kings,7.25,7.8,21,7.809538327512637,0.0,9.0
